,date,well_id,water_level,temperature,precipitation,wind_speed
56137,2007-12-08,ST07/10,83.26,3.7504997,10.399999,16.991535
56138,2007-12-08,SY68/34,69.08,3.7504997,10.399999,16.991535
56139,2007-12-09,NO20/14,36.074,4.635917,3.8999999,15.602681
56140,2007-12-09,SY68/34,69.65,4.635917,3.8999999,15.602681
56141,2007-12-09,TQ25/86,92.2,4.635917,3.8999999,15.602681
56142,2007-12-09,ID30/1,115.0,4.635917,3.8999999,15.602681
56143,2007-12-09,ST07/10,86.06,4.635917,3.8999999,15.602681
56144,2007-12-09,SN00/11,13.04,4.635917,3.8999999,15.602681
56145,2007-12-09,SU01/5B,85.72,4.635917,3.8999999,15.602681
56146,2007-12-10,SU71/23,39.81,1.8234164,0.3,13.929892
56147,2007-12-10,SN00/11,13.26,1.8234164,0.3,13.929892
56148,2007-12-10,NO20/14,35.973,1.8234164,0.3,13.929892
56149,2007-12-10,ST07/10,87.11,1.8234164,0.3,13.929892
56150,2007-12-10,TQ25/86,92.31,1.8234164,0.3,13.929892
56151,2007-12-10,SY68/34,70.15,1.8234164,0.3,13.929892
56152,2007-12-10,ID30/1,115.0,1.8234164,0.3,13.929892
56153,2007-12-10,SU01/5B,87.17,1.8234164,0.3,13.929892
56154,2007-12-11,SE94/5,16.69,0.81925005,0.0,5.952192
56155,2007-12-11,SN00/11,13.25,0.81925005,0.0,5.952192
56156,2007-12-11,SE95/6,20.79,0.81925005,0.0,5.952192
56157,2007-12-11,SY68/34,70.47,0.81925005,0.0,5.952192
56158,2007-12-11,SU01/5B,88.77,0.81925005,0.0,5.952192
56159,2007-12-11,SK00/41,130.51,0.81925005,0.0,5.952192
56160,2007-12-11,TQ25/86,92.42,0.81925005,0.0,5.952192
56161,2007-12-11,NO20/14,35.977,0.81925005,0.0,5.952192
56162,2007-12-11,ST07/10,87.05,0.81925005,0.0,5.952192
56163,2007-12-11,ID30/1,115.0,0.81925005,0.0,5.952192
56164,2007-12-12,ST07/10,86.18,2.9796667,0.0,10.240113
56165,2007-12-12,TQ25/86,92.57,2.9796667,0.0,10.240113
56166,2007-12-12,TL33/67,78.03,2.9796667,0.0,10.240113
56167,2007-12-12,SN00/11,13.17,2.9796667,0.0,10.240113
56168,2007-12-12,ID30/1,115.0,2.9796667,0.0,10.240113
56169,2007-12-12,SP00/62,102.88,2.9796667,0.0,10.240113
56170,2007-12-12,SY68/34,70.71,2.9796667,0.0,10.240113
56171,2007-12-12,NO20/14,36.038,2.9796667,0.0,10.240113
56172,2007-12-12,SU01/5B,90.42,2.9796667,0.0,10.240113
56173,2007-12-12,SU17/57,134.11,2.9796667,0.0,10.240113
56174,2007-12-13,ST07/10,85.06,2.6067502,0.0,13.519674
56175,2007-12-13,TA10/63,16.72,2.6067502,0.0,13.519674
56176,2007-12-13,SN00/11,13.06,2.6067502,0.0,13.519674
56177,2007-12-13,TV59/7C,2.03,2.6067502,0.0,13.519674
56178,2007-12-13,ID30/1,115.0,2.6067502,0.0,13.519674
56179,2007-12-13,SY68/34,70.89,2.6067502,0.0,13.519674
56180,2007-12-13,SU01/5B,91.79,2.6067502,0.0,13.519674
56181,2007-12-13,TQ25/86,92.71,2.6067502,0.0,13.519674
56182,2007-12-13,NO20/14,36.06,2.6067502,0.0,13.519674
56183,2007-12-14,ST07/10,83.6,1.2192501,0.0,9.056829
56184,2007-12-14,SU01/5B,92.73,1.2192501,0.0,9.056829
56185,2007-12-14,SN00/11,12.92,1.2192501,0.0,9.056829
56186,2007-12-14,NO20/14,36.062,1.2192501,0.0,9.056829
56187,2007-12-14,ID30/1,115.0,1.2192501,0.0,9.056829
56188,2007-12-14,TQ25/86,92.86,1.2192501,0.0,9.056829
56189,2007-12-14,NY63/2,130.44,1.2192501,0.0,9.056829
56190,2007-12-14,SY68/34,71.03,1.2192501,0.0,9.056829
56191,2007-12-14,SU81/1,59.05,1.2192501,0.0,9.056829
56192,2007-12-14,SU71/23,42.45,1.2192501,0.0,9.056829
56193,2007-12-15,ID30/1,115.0,0.56716675,0.0,9.97527
56194,2007-12-15,SU01/5B,93.31,0.56716675,0.0,9.97527
56195,2007-12-15,TQ25/86,93.02,0.56716675,0.0,9.97527
56196,2007-12-15,SN00/11,12.8,0.56716675,0.0,9.97527
56197,2007-12-15,SJ15/13,80.19,0.56716675,0.0,9.97527
56198,2007-12-15,SY68/34,71.08,0.56716675,0.0,9.97527
56199,2007-12-15,ST07/10,81.78,0.56716675,0.0,9.97527
56200,2007-12-15,NO20/14,36.069,0.56716675,0.0,9.97527
56201,2007-12-16,ST07/10,79.95,-0.11824993,0.0,8.575022
56202,2007-12-16,SU01/5B,93.62,-0.11824993,0.0,8.575022
56203,2007-12-16,SN00/11,12.67,-0.11824993,0.0,8.575022
56204,2007-12-16,TQ25/86,93.19,-0.11824993,0.0,8.575022
56205,2007-12-16,ID30/1,115.0,-0.11824993,0.0,8.575022
56206,2007-12-16,SY68/34,71.08,-0.11824993,0.0,8.575022
56207,2007-12-16,NO20/14,36.074,-0.11824993,0.0,8.575022
56208,2007-12-17,SU01/5B,93.77,0.22549981,0.0,10.547191
56209,2007-12-17,SY68/34,71.06,0.22549981,0.0,10.547191
56210,2007-12-17,SN00/11,12.53,0.22549981,0.0,10.547191
56211,2007-12-17,TQ25/86,93.37,0.22549981,0.0,10.547191
56212,2007-12-17,ST07/10,78.39,0.22549981,0.0,10.547191
56213,2007-12-17,TL44/12,41.65,0.22549981,0.0,10.547191
56214,2007-12-17,ID30/1,115.0,0.22549981,0.0,10.547191
56215,2007-12-17,NO20/14,36.072,0.22549981,0.0,10.547191
56216,2007-12-18,ID30/1,115.25,3.060917,0.0,9.048658
56217,2007-12-18,SY68/34,71.04,3.060917,0.0,9.048658
56218,2007-12-18,TM15/112,25.43,3.060917,0.0,9.048658
56219,2007-12-18,SN00/11,12.37,3.060917,0.0,9.048658
56220,2007-12-18,ST07/10,77.06,3.060917,0.0,9.048658
56221,2007-12-18,TQ25/86,93.53,3.060917,0.0,9.048658
56222,2007-12-18,SU01/5B,93.8,3.060917,0.0,9.048658
56223,2007-12-18,NO20/14,36.076,3.060917,0.0,9.048658
56224,2007-12-19,NO20/14,36.079,2.6296666,0.0,8.137017
56225,2007-12-19,SU17/57,135.81,2.6296666,0.0,8.137017
56226,2007-12-19,TL33/67,78.39,2.6296666,0.0,8.137017
56227,2007-12-19,TQ25/86,93.66,2.6296666,0.0,8.137017
56228,2007-12-19,SU01/5B,93.74,2.6296666,0.0,8.137017
56229,2007-12-19,SY68/34,71.01,2.6296666,0.0,8.137017
56230,2007-12-19,ST07/10,75.92,2.6296666,0.0,8.137017
56231,2007-12-19,ID30/1,115.15,2.6296666,0.0,8.137017
56232,2007-12-19,SN00/11,12.22,2.6296666,0.0,8.137017
56233,2007-12-19,SP00/62,102.57,2.6296666,0.0,8.137017
56234,2007-12-20,SY68/34,70.97,0.8317502,0.0,8.684155
56235,2007-12-20,NO20/14,36.093,0.8317502,0.0,8.684155
56236,2007-12-20,TQ25/86,93.77,0.8317502,0.0,8.684155
56237,2007-12-20,SU01/5B,93.66,0.8317502,0.0,8.684155
56238,2007-12-20,ID30/1,115.01,0.8317502,0.0,8.684155
56239,2007-12-20,SN00/11,12.09,0.8317502,0.0,8.684155
56240,2007-12-20,ST07/10,74.92,0.8317502,0.0,8.684155
56241,2007-12-20,TF03/37,13.56,0.8317502,0.0,8.684155
56242,2007-12-21,SY68/34,70.94,-1.1015834,0.0,6.8785095
56243,2007-12-21,ST07/10,73.86,-1.1015834,0.0,6.8785095
56244,2007-12-21,SN00/11,11.96,-1.1015834,0.0,6.8785095
56245,2007-12-21,SU01/5B,93.59,-1.1015834,0.0,6.8785095
56246,2007-12-21,NY63/2,130.52,-1.1015834,0.0,6.8785095
56247,2007-12-21,NO20/14,36.111,-1.1015834,0.0,6.8785095
56248,2007-12-21,ID30/1,114.87,-1.1015834,0.0,6.8785095
56249,2007-12-21,TQ25/86,93.86,-1.1015834,0.0,6.8785095
56250,2007-12-21,SU81/1,58.88,-1.1015834,0.0,6.8785095
56251,2007-12-22,SY68/34,70.89,0.76925,1.4,10.105475
56252,2007-12-22,ID30/1,114.74,0.76925,1.4,10.105475
56253,2007-12-22,SU01/5B,93.47,0.76925,1.4,10.105475
56254,2007-12-22,TQ25/86,93.93,0.76925,1.4,10.105475
56255,2007-12-22,ST07/10,72.83,0.76925,1.4,10.105475
56256,2007-12-22,SN00/11,11.84,0.76925,1.4,10.105475
56257,2007-12-22,NO20/14,36.126,0.76925,1.4,10.105475
56258,2007-12-23,TQ25/86,94.0,2.1525834,0.0,13.433276
56259,2007-12-23,SU01/5B,93.28,2.1525834,0.0,13.433276
56260,2007-12-23,SU71/23,44.3,2.1525834,0.0,13.433276
56261,2007-12-23,ID30/1,114.67,2.1525834,0.0,13.433276
56262,2007-12-23,SN00/11,11.71,2.1525834,0.0,13.433276
56263,2007-12-23,SY68/34,70.84,2.1525834,0.0,13.433276
56264,2007-12-23,ST07/10,71.97,2.1525834,0.0,13.433276
56265,2007-12-23,NO20/14,36.113,2.1525834,0.0,13.433276
56266,2007-12-24,NO20/14,36.138,5.7171674,8.0,15.58715
56267,2007-12-24,SN00/11,11.62,5.7171674,8.0,15.58715
56268,2007-12-24,ID30/1,114.6,5.7171674,8.0,15.58715
56269,2007-12-24,SY68/34,70.8,5.7171674,8.0,15.58715
56270,2007-12-24,ST07/10,70.99,5.7171674,8.0,15.58715
56271,2007-12-24,TQ25/86,94.07,5.7171674,8.0,15.58715
56272,2007-12-24,SU01/5B,93.14,5.7171674,8.0,15.58715
56273,2007-12-25,SU01/5B,92.96,2.7734168,2.7000003,10.433385
56274,2007-12-25,SN00/11,11.81,2.7734168,2.7000003,10.433385
56275,2007-12-25,ID30/1,114.57,2.7734168,2.7000003,10.433385
56276,2007-12-25,SY68/34,70.89,2.7734168,2.7000003,10.433385
56277,2007-12-25,ST07/10,70.81,2.7734168,2.7000003,10.433385
56278,2007-12-25,TQ25/86,94.13,2.7734168,2.7000003,10.433385
56279,2007-12-25,NO20/14,36.156,2.7734168,2.7000003,10.433385
56280,2007-12-25,NY63/2,130.54,2.7734168,2.7000003,10.433385
56281,2007-12-26,SU01/5B,92.78,6.50675,0.1,21.177107
56282,2007-12-26,ST07/10,70.59,6.50675,0.1,21.177107
56283,2007-12-26,TQ25/86,94.17,6.50675,0.1,21.177107
56284,2007-12-26,NO20/14,36.161,6.50675,0.1,21.177107
56285,2007-12-26,ID30/1,114.51,6.50675,0.1,21.177107
56286,2007-12-26,SY68/34,70.8,6.50675,0.1,21.177107
56287,2007-12-26,SN00/11,12.13,6.50675,0.1,21.177107
56288,2007-12-27,SN00/11,12.37,8.944249,17.400002,23.676147
56289,2007-12-27,NO20/14,36.176,8.944249,17.400002,23.676147
56290,2007-12-27,SU01/5B,92.51,8.944249,17.400002,23.676147
56291,2007-12-27,TQ25/86,94.21,8.944249,17.400002,23.676147
56292,2007-12-27,ST07/10,70.19,8.944249,17.400002,23.676147
56293,2007-12-27,ID30/1,114.45,8.944249,17.400002,23.676147
56294,2007-12-27,SY68/34,70.75,8.944249,17.400002,23.676147
56295,2007-12-28,SU01/5B,92.33,9.308833,20.900002,28.915432
56296,2007-12-28,NO20/14,36.218,9.308833,20.900002,28.915432
56297,2007-12-28,TL33/67,78.56,9.308833,20.900002,28.915432
56298,2007-12-28,SU17/57,136.73,9.308833,20.900002,28.915432
56299,2007-12-28,ST07/10,69.92,9.308833,20.900002,28.915432
56300,2007-12-28,ID30/1,114.46,9.308833,20.900002,28.915432
56301,2007-12-28,SP00/62,102.35,9.308833,20.900002,28.915432
56302,2007-12-28,SN00/11,12.44,9.308833,20.900002,28.915432
56303,2007-12-28,TQ25/86,94.27,9.308833,20.900002,28.915432
56304,2007-12-28,SU81/1,56.72,9.308833,20.900002,28.915432
56305,2007-12-28,SY68/34,70.7,9.308833,20.900002,28.915432
56306,2007-12-29,NO20/14,36.23,4.00675,9.9,18.68123
56307,2007-12-29,SU01/5B,92.11,4.00675,9.9,18.68123
56308,2007-12-29,SN00/11,12.67,4.00675,9.9,18.68123
56309,2007-12-29,SY68/34,70.65,4.00675,9.9,18.68123
56310,2007-12-29,TQ25/86,94.3,4.00675,9.9,18.68123
56311,2007-12-29,ST07/10,70.51,4.00675,9.9,18.68123
56312,2007-12-29,ID30/1,114.93,4.00675,9.9,18.68123
56313,2007-12-30,TQ25/86,94.31,4.81925,0.0,5.347726
56314,2007-12-30,SU01/5B,91.91,4.81925,0.0,5.347726
56315,2007-12-30,SN00/11,12.79,4.81925,0.0,5.347726
56316,2007-12-30,ID30/1,115.3,4.81925,0.0,5.347726
56317,2007-12-30,SY68/34,70.6,4.81925,0.0,5.347726
56318,2007-12-30,NO20/14,36.165,4.81925,0.0,5.347726
56319,2007-12-30,ST07/10,71.2,4.81925,0.0,5.347726
56320,2007-12-31,TQ25/86,94.37,6.9379997,0.8,10.320391
56321,2007-12-31,SU01/5B,91.62,6.9379997,0.8,10.320391
56322,2007-12-31,NO20/14,36.196,6.9379997,0.8,10.320391
56323,2007-12-31,ID30/1,115.39,6.9379997,0.8,10.320391
56324,2007-12-31,SU71/23,44.44,6.9379997,0.8,10.320391
56325,2007-12-31,SN00/11,12.78,6.9379997,0.8,10.320391
56326,2007-12-31,SU81/1,55.78,6.9379997,0.8,10.320391
56327,2007-12-31,ST07/10,71.49,6.9379997,0.8,10.320391
56328,2007-12-31,SY68/34,70.53,6.9379997,0.8,10.320391
56329,2007-12-31,NY63/2,130.44,6.9379997,0.8,10.320391
56330,2008-01-01,SU01/5B,86.71,8.131749,7.299999,7.294519
56331,2008-01-01,SJ15/13,80.2,8.131749,7.299999,7.294519
56332,2008-01-01,TQ25/86,94.4,8.131749,7.299999,7.294519
56333,2008-01-01,ID30/1,115.42,8.131749,7.299999,7.294519
56334,2008-01-01,SN00/11,12.74,8.131749,7.299999,7.294519
56335,2008-01-01,NO20/14,36.239,8.131749,7.299999,7.294519
56336,2008-01-01,SY68/34,70.49,8.131749,7.299999,7.294519
56337,2008-01-01,ST07/10,71.38,8.131749,7.299999,7.294519
56338,2008-01-02,TQ25/86,94.44,4.2150836,0.5,18.098692
56339,2008-01-02,NO20/14,36.293,4.2150836,0.5,18.098692
56340,2008-01-02,ST07/10,71.19,4.2150836,0.5,18.098692
56341,2008-01-02,SU01/5B,86.8,4.2150836,0.5,18.098692
56342,2008-01-02,TL33/67,78.88,4.2150836,0.5,18.098692
56343,2008-01-02,SU17/57,136.91,4.2150836,0.5,18.098692
56344,2008-01-02,ID30/1,115.42,4.2150836,0.5,18.098692
56345,2008-01-02,TL33/4,77.52,4.2150836,0.5,18.098692
56346,2008-01-02,SP00/62,102.47,4.2150836,0.5,18.098692
56347,2008-01-02,SY68/34,70.46,4.2150836,0.5,18.098692
56348,2008-01-02,SN00/11,12.68,4.2150836,0.5,18.098692
56349,2008-01-03,ID30/1,115.38,0.43383333,0.2,16.665588
56350,2008-01-03,SN00/11,12.62,0.43383333,0.2,16.665588
56351,2008-01-03,SY68/34,70.42,0.43383333,0.2,16.665588
56352,2008-01-03,NO20/14,36.321,0.43383333,0.2,16.665588
56353,2008-01-03,ST07/10,70.92,0.43383333,0.2,16.665588
56354,2008-01-03,SU01/5B,86.89,0.43383333,0.2,16.665588
56355,2008-01-03,TF81/2A,45.81,0.43383333,0.2,16.665588
56356,2008-01-03,TQ25/86,94.48,0.43383333,0.2,16.665588
56357,2008-01-04,ST07/10,70.38,2.6671667,8.3,18.319777
56358,2008-01-04,NO20/14,36.385,2.6671667,8.3,18.319777
56359,2008-01-04,ID30/1,115.39,2.6671667,8.3,18.319777
56360,2008-01-04,SY68/34,70.37,2.6671667,8.3,18.319777
56361,2008-01-04,TQ25/86,94.51,2.6671667,8.3,18.319777
56362,2008-01-04,SU01/5B,86.99,2.6671667,8.3,18.319777
56363,2008-01-04,SN00/11,12.56,2.6671667,8.3,18.319777
56364,2008-01-05,ID30/1,115.55,4.777584,1.9000001,22.381222
56365,2008-01-05,ST07/10,70.26,4.777584,1.9000001,22.381222
56366,2008-01-05,SU01/5B,87.05,4.777584,1.9000001,22.381222
56367,2008-01-05,TQ25/86,94.53,4.777584,1.9000001,22.381222
56368,2008-01-05,SN00/11,12.72,4.777584,1.9000001,22.381222
56369,2008-01-05,NO20/14,36.425,4.777584,1.9000001,22.381222
56370,2008-01-05,TR14/9,66.83,4.777584,1.9000001,22.381222
56371,2008-01-05,SY68/34,70.37,4.777584,1.9000001,22.381222
56372,2008-01-06,NO20/14,36.381,3.935917,5.0,16.502275
56373,2008-01-06,TQ25/86,94.56,3.935917,5.0,16.502275
56374,2008-01-06,SY68/34,70.33,3.935917,5.0,16.502275
56375,2008-01-06,NY63/2,130.58,3.935917,5.0,16.502275
56376,2008-01-06,ID30/1,115.58,3.935917,5.0,16.502275
56377,2008-01-06,SU01/5B,87.08,3.935917,5.0,16.502275
56378,2008-01-06,SN00/11,12.7,3.935917,5.0,16.502275
56379,2008-01-06,TR14/9,66.86,3.935917,5.0,16.502275
56380,2008-01-06,ST07/10,71.08,3.935917,5.0,16.502275
56381,2008-01-07,TM15/112,25.31,3.588,6.4999995,20.097374
56382,2008-01-07,ST07/10,71.95,3.588,6.4999995,20.097374
56383,2008-01-07,ID30/1,115.97,3.588,6.4999995,20.097374
56384,2008-01-07,NO20/14,36.4,3.588,6.4999995,20.097374
56385,2008-01-07,TR14/9,66.91,3.588,6.4999995,20.097374
56386,2008-01-07,SY68/34,70.29,3.588,6.4999995,20.097374
56387,2008-01-07,SN00/11,12.69,3.588,6.4999995,20.097374
56388,2008-01-07,SU01/5B,87.14,3.588,6.4999995,20.097374
56389,2008-01-07,TQ25/86,94.56,3.588,6.4999995,20.097374
56390,2008-01-08,ID30/1,116.23,4.9296665,12.4,22.765932
56391,2008-01-08,NO20/14,36.418,4.9296665,12.4,22.765932
56392,2008-01-08,SU81/1,53.92,4.9296665,12.4,22.765932
56393,2008-01-08,SU71/23,43.99,4.9296665,12.4,22.765932
56394,2008-01-08,SN00/11,12.63,4.9296665,12.4,22.765932
56395,2008-01-08,SY68/34,70.26,4.9296665,12.4,22.765932
56396,2008-01-08,TR14/9,66.96,4.9296665,12.4,22.765932
56397,2008-01-08,SU01/5B,87.18,4.9296665,12.4,22.765932
56398,2008-01-08,TQ25/86,94.6,4.9296665,12.4,22.765932
56399,2008-01-08,ST07/10,73.34,4.9296665,12.4,22.765932
56400,2008-01-09,TR14/9,67.01,3.2296667,3.7000003,28.755407
56401,2008-01-09,NO20/14,36.532,3.2296667,3.7000003,28.755407
56402,2008-01-09,TQ25/86,94.61,3.2296667,3.7000003,28.755407
56403,2008-01-09,SP00/62,102.41,3.2296667,3.7000003,28.755407
56404,2008-01-09,ID30/1,116.73,3.2296667,3.7000003,28.755407
56405,2008-01-09,SY68/34,70.24,3.2296667,3.7000003,28.755407
56406,2008-01-09,ST07/10,74.26,3.2296667,3.7000003,28.755407
56407,2008-01-09,SU17/57,137.01,3.2296667,3.7000003,28.755407
56408,2008-01-09,SU01/5B,87.24,3.2296667,3.7000003,28.755407
56409,2008-01-09,TL33/67,79.24,3.2296667,3.7000003,28.755407
56410,2008-01-09,SN00/11,12.7,3.2296667,3.7000003,28.755407
56411,2008-01-10,SY68/34,70.22,5.990084,22.8,17.44885
56412,2008-01-10,SE94/5,16.9,5.990084,22.8,17.44885
56413,2008-01-10,TR14/9,67.16,5.990084,22.8,17.44885
56414,2008-01-10,SN00/11,12.73,5.990084,22.8,17.44885
56415,2008-01-10,SU01/5B,87.3,5.990084,22.8,17.44885
56416,2008-01-10,NO20/14,36.583,5.990084,22.8,17.44885
56417,2008-01-10,SK00/41,130.58,5.990084,22.8,17.44885
56418,2008-01-10,TQ25/86,94.64,5.990084,22.8,17.44885
56419,2008-01-10,ID30/1,116.94,5.990084,22.8,17.44885
56420,2008-01-10,SE95/6,24.74,5.990084,22.8,17.44885
56421,2008-01-10,TL33/4,78.47,5.990084,22.8,17.44885
56422,2008-01-10,ST07/10,74.48,5.990084,22.8,17.44885
56423,2008-01-11,SU01/5B,87.36,2.0859163,0.0,6.1152697
56424,2008-01-11,SY68/34,70.24,2.0859163,0.0,6.1152697
56425,2008-01-11,SN00/11,12.78,2.0859163,0.0,6.1152697
56426,2008-01-11,TQ25/86,94.71,2.0859163,0.0,6.1152697
56427,2008-01-11,NO20/14,36.602,2.0859163,0.0,6.1152697
56428,2008-01-11,TR14/9,67.2,2.0859163,0.0,6.1152697
56429,2008-01-11,ID30/1,117.01,2.0859163,0.0,6.1152697
56430,2008-01-11,ST07/10,74.52,2.0859163,0.0,6.1152697
56431,2008-01-12,SU01/5B,87.43,1.3234166,2.4,8.115336
56432,2008-01-12,NO20/14,36.593,1.3234166,2.4,8.115336
56433,2008-01-12,SY68/34,70.33,1.3234166,2.4,8.115336
56434,2008-01-12,TR14/9,67.32,1.3234166,2.4,8.115336
56435,2008-01-12,ID30/1,116.93,1.3234166,2.4,8.115336
56436,2008-01-12,SN00/11,12.78,1.3234166,2.4,8.115336
56437,2008-01-12,ST07/10,74.51,1.3234166,2.4,8.115336
56438,2008-01-12,TQ25/86,94.77,1.3234166,2.4,8.115336
56439,2008-01-13,NY63/2,130.81,8.058833,12.199999,25.988693
56440,2008-01-13,SN00/11,12.78,8.058833,12.199999,25.988693
56441,2008-01-13,ID30/1,117.01,8.058833,12.199999,25.988693
56442,2008-01-13,SU01/5B,87.64,8.058833,12.199999,25.988693
56443,2008-01-13,NO20/14,36.662,8.058833,12.199999,25.988693
56444,2008-01-13,TR14/9,67.44,8.058833,12.199999,25.988693
56445,2008-01-13,TQ25/86,94.87,8.058833,12.199999,25.988693
56446,2008-01-13,ST07/10,74.36,8.058833,12.199999,25.988693
56447,2008-01-13,SY68/34,70.46,8.058833,12.199999,25.988693
56448,2008-01-14,SP00/62,103.11,5.940083,7.6000004,18.934381
56449,2008-01-14,ST07/10,74.22,5.940083,7.6000004,18.934381
56450,2008-01-14,SU01/5B,88.02,5.940083,7.6000004,18.934381
56451,2008-01-14,NO20/14,36.747,5.940083,7.6000004,18.934381
56452,2008-01-14,ID30/1,117.11,5.940083,7.6000004,18.934381
56453,2008-01-14,TR14/9,67.75,5.940083,7.6000004,18.934381
56454,2008-01-14,TA10/63,14.62,5.940083,7.6000004,18.934381
56455,2008-01-14,SN00/11,13.31,5.940083,7.6000004,18.934381
56456,2008-01-14,SY68/34,70.63,5.940083,7.6000004,18.934381
56457,2008-01-14,TQ25/86,94.94,5.940083,7.6000004,18.934381
56458,2008-01-15,ST07/10,76.75,5.0629992,6.1,8.591294
56459,2008-01-15,NH95/17,30.016,5.0629992,6.1,8.591294
56460,2008-01-15,SU01/5B,88.71,5.0629992,6.1,8.591294
56461,2008-01-15,TL33/67,79.51,5.0629992,6.1,8.591294
56462,2008-01-15,TQ25/86,95.28,5.0629992,6.1,8.591294
